Date;ETo_FAO_mm
2013-01-01;
2013-01-02;
2013-01-03;0.35
2013-01-04;0.37
2013-01-05;0.04
2013-01-06;0.09
2013-01-07;0.06
2013-01-08;0.03
2013-01-09;0.05
2013-01-10;0.4
2013-01-11;0.38
2013-01-12;0.32
2013-01-13;0.12
2013-01-14;0.19
2013-01-15;0.14
2013-01-16;
2013-01-17;0.08
2013-01-18;0.19
2013-01-19;
2013-01-20;0.11
2013-01-21;0.33
2013-01-22;0.18
2013-01-23;
2013-01-24;
2013-01-25;0.15
2013-01-26;0.52
2013-01-27;0.23
2013-01-28;0.18
2013-01-29;0.2
2013-01-30;0.2
2013-01-31;0.41
2013-02-01;0.12
2013-02-02;
2013-02-03;0.19
2013-02-04;0.37
2013-02-05;0.29
2013-02-06;0.17
2013-02-07;0.27
2013-02-08;0.33
2013-02-09;0.28
2013-02-10;0.34
2013-02-11;0.32
2013-02-12;0.25
2013-02-13;0.14
2013-02-14;0.37
2013-02-15;0.27
2013-02-16;0.26
2013-02-17;0.27
2013-02-18;0.28
2013-02-19;0.52
2013-02-20;0.56
2013-02-21;0.44
2013-02-22;0.28
2013-02-23;0.39
2013-02-24;0.64
2013-02-25;0.45
2013-02-26;0.51
2013-02-27;0.34
2013-02-28;0.81
2013-03-01;1.29
2013-03-02;1.26
2013-03-03;1.27
2013-03-04;0.61
2013-03-05;0.75
2013-03-06;0.89
2013-03-07;1.81
2013-03-08;1.43
2013-03-09;1.1
2013-03-10;1.16
2013-03-11;0.82
2013-03-12;0.87
2013-03-13;0.68
2013-03-14;0.95
2013-03-15;0.88
2013-03-16;1.55
2013-03-17;1.48
2013-03-18;1.54
2013-03-19;0.87
2013-03-20;0.9
2013-03-21;1.17
2013-03-22;1.2
2013-03-23;1.17
2013-03-24;1.39
2013-03-25;1.47
2013-03-26;1.56
2013-03-27;1.37
2013-03-28;1.51
2013-03-29;1.63
2013-03-30;1.84
2013-03-31;1.79
2013-04-01;2.02
2013-04-02;2.03
2013-04-03;2.12
2013-04-04;2.17
2013-04-05;2.27
2013-04-06;1.92
2013-04-07;2.21
2013-04-08;1.93
2013-04-09;2.06
2013-04-10;2.49
2013-04-11;1.35
2013-04-12;0.72
2013-04-13;1.29
2013-04-14;2.26
2013-04-15;1.54
2013-04-16;2.02
2013-04-17;2.8
2013-04-18;1.94
2013-04-19;1.77
2013-04-20;2.58
2013-04-21;2.81
2013-04-22;2.24
2013-04-23;2.44
2013-04-24;1.61
2013-04-25;2.07
2013-04-26;2.38
2013-04-27;2.19
2013-04-28;2.24
2013-04-29;1.74
2013-04-30;2.13
2013-05-01;2.84
2013-05-02;2.91
2013-05-03;3.44
2013-05-04;2.71
2013-05-05;2.84
2013-05-06;3.59
2013-05-07;4.05
2013-05-08;2.51
2013-05-09;1.94
2013-05-10;3.21
2013-05-11;2.86
2013-05-12;2.45
2013-05-13;2.08
2013-05-14;2.25
2013-05-15;3.71
2013-05-16;4.97
2013-05-17;5.18
2013-05-18;5.07
2013-05-19;2.6
2013-05-20;2.52
2013-05-21;2.64
2013-05-22;1.76
2013-05-23;3.25
2013-05-24;4.14
2013-05-25;3.51
2013-05-26;4.46
2013-05-27;3.9
2013-05-28;4.05
2013-05-29;3.02
2013-05-30;4.63
2013-05-31;4.9
2013-06-01;4.57
2013-06-02;3.06
2013-06-03;4.93
2013-06-04;4.85
2013-06-05;4.73
2013-06-06;4.41
2013-06-07;3.84
2013-06-08;3.63
2013-06-09;3.88
2013-06-10;4.88
2013-06-11;4.28
2013-06-12;2.93
2013-06-13;2.88
2013-06-14;2.96
2013-06-15;4.14
2013-06-16;2.91
2013-06-17;3.97
2013-06-18;4.36
2013-06-19;2.42
2013-06-20;3.86
2013-06-21;3.28
2013-06-22;1.82
2013-06-23;2.62
2013-06-24;3.31
2013-06-25;3.24
2013-06-26;1.73
2013-06-27;2.81
2013-06-28;3.88
2013-06-29;2.33
2013-06-30;2.72
2013-07-01;2.6
2013-07-02;2.77
2013-07-03;3.18
2013-07-04;1.89
2013-07-05;3.71
2013-07-06;4.44
2013-07-07;4.39
2013-07-08;4.88
2013-07-09;4.56
2013-07-10;3.75
2013-07-11;4.93
2013-07-12;4.81
2013-07-13;4.43
2013-07-14;3.92
2013-07-15;2.8
2013-07-16;3.72
2013-07-17;4.89
2013-07-18;3.98
2013-07-19;5.26
2013-07-20;5.21
2013-07-21;3.88
2013-07-22;5.48
2013-07-23;5.38
2013-07-24;3.75
2013-07-25;3.82
2013-07-26;4.44
2013-07-27;2.43
2013-07-28;2.59
2013-07-29;4.11
2013-07-30;2.34
2013-07-31;3.54
2013-08-01;3.13
2013-08-02;2.91
2013-08-03;4.16
2013-08-04;4
2013-08-05;3.51
2013-08-06;3.47
2013-08-07;2.9
2013-08-08;1.66
2013-08-09;3.32
2013-08-10;2.19
2013-08-11;2.34
2013-08-12;3.2
2013-08-13;2.53
2013-08-14;2.62
2013-08-15;2.92
2013-08-16;1.73
2013-08-17;2.98
2013-08-18;1.82
2013-08-19;3
2013-08-20;3.45
2013-08-21;2.5
2013-08-22;3.18
2013-08-23;3.13
2013-08-24;3.12
2013-08-25;3.5
2013-08-26;3.27
2013-08-27;3.01
2013-08-28;2.78
2013-08-29;2.36
2013-08-30;1.42
2013-08-31;2.23
2013-09-01;2.16
2013-09-02;2.96
2013-09-03;2.45
2013-09-04;1.62
2013-09-05;1.72
2013-09-06;3.41
2013-09-07;3.28
2013-09-08;3.06
2013-09-09;2.82
2013-09-10;1.95
2013-09-11;1.58
2013-09-12;1.86
2013-09-13;2.2
2013-09-14;1.71
2013-09-15;0.96
2013-09-16;1.6
2013-09-17;1.56
2013-09-18;1.17
2013-09-19;1.45
2013-09-20;1.54
2013-09-21;1.31
2013-09-22;0.83
2013-09-23;1.67
2013-09-24;1.43
2013-09-25;1.31
2013-09-26;1.24
2013-09-27;1.42
2013-09-28;0.96
2013-09-29;0.99
2013-09-30;0.98
2013-10-01;1.28
2013-10-02;1.07
2013-10-03;1.35
2013-10-04;1.98
2013-10-05;0.56
2013-10-06;0.89
2013-10-07;0.69
2013-10-08;0.59
2013-10-09;0.97
2013-10-10;0.83
2013-10-11;1.1
2013-10-12;0.98
2013-10-13;0.61
2013-10-14;0.49
2013-10-15;0.59
2013-10-16;0.48
2013-10-17;0.39
2013-10-18;0.57
2013-10-19;0.75
2013-10-20;0.58
2013-10-21;0.36
2013-10-22;0.51
2013-10-23;0.51
2013-10-24;1.2
2013-10-25;0.97
2013-10-26;0.6
2013-10-27;0.75
2013-10-28;0.48
2013-10-29;0.87
2013-10-30;0.74
2013-10-31;0.48
2013-11-01;0.52
2013-11-02;0.22
2013-11-03;0.69
2013-11-04;0.67
2013-11-05;0.47
2013-11-06;0.06
2013-11-07;0.32
2013-11-08;0.42
2013-11-09;0.28
2013-11-10;0.18
2013-11-11;0.09
2013-11-12;0.43
2013-11-13;0.62
2013-11-14;0.36
2013-11-15;0.46
2013-11-16;0.46
2013-11-17;0.35
2013-11-18;0.16
2013-11-19;0.42
2013-11-20;0.15
2013-11-21;0.12
2013-11-22;0.1
2013-11-23;
2013-11-24;
2013-11-25;
2013-11-26;
2013-11-27;0.32
2013-11-28;1.43
2013-11-29;0.39
2013-11-30;0.01
2013-12-01;0.84
2013-12-02;0.49
2013-12-03;0.3
2013-12-04;0.31
2013-12-05;0.47
2013-12-06;1.19
2013-12-07;1.45
2013-12-08;0.58
2013-12-09;0.19
2013-12-10;0.11
2013-12-11;0.19
2013-12-12;0.14
2013-12-13;0.15
2013-12-14;0.09
2013-12-15;0.13
2013-12-16;0.17
2013-12-17;0.17
2013-12-18;0.09
2013-12-19;0.13
2013-12-20;0.18
2013-12-21;0.16
2013-12-22;0.2
2013-12-23;0.31
2013-12-24;0.28
2013-12-25;0.25
2013-12-26;0.16
2013-12-27;0.16
2013-12-28;0.3
2013-12-29;0.29
2013-12-30;0.28
2013-12-31;0.23
2014-01-01;0.36
2014-01-02;0.34
2014-01-03;0.18
2014-01-04;0.22
2014-01-05;0.23
2014-01-06;0.23
2014-01-07;0.14
2014-01-08;0.18
2014-01-09;0.14
2014-01-10;0.14
2014-01-11;0.23
2014-01-12;0.3
2014-01-13;0.24
2014-01-14;0.13
2014-01-15;0.27
2014-01-16;0.43
2014-01-17;0.42
2014-01-18;0.42
2014-01-19;0.16
2014-01-20;0.45
2014-01-21;0.24
2014-01-22;0.38
2014-01-23;0.5
2014-01-24;0.32
2014-01-25;0.41
2014-01-26;0.46
2014-01-27;0.41
2014-01-28;0.3
2014-01-29;0.4
2014-01-30;0.27
2014-01-31;0.18
2014-02-01;0.17
2014-02-02;0.18
2014-02-03;0.17
2014-02-04;0.33
2014-02-05;0.12
2014-02-06;0.28
2014-02-07;0.26
2014-02-08;0.28
2014-02-09;0.34
2014-02-10;0.24
2014-02-11;0.44
2014-02-12;0.19
2014-02-13;0.3
2014-02-14;0.23
2014-02-15;0.6
2014-02-16;0.6
2014-02-17;0.38
2014-02-18;0.25
2014-02-19;0.21
2014-02-20;0.26
2014-02-21;0.32
2014-02-22;0.32
2014-02-23;0.55
2014-02-24;0.9
2014-02-25;0.8
2014-02-26;0.65
2014-02-27;0.58
2014-02-28;0.42
2014-03-01;0.37
2014-03-02;0.38
2014-03-03;0.6
2014-03-04;0.84
2014-03-05;0.65
2014-03-06;0.62
2014-03-07;0.94
2014-03-08;1.05
2014-03-09;1.18
2014-03-10;0.58
2014-03-11;1.54
2014-03-12;1.23
2014-03-13;1.26
2014-03-14;1.01
2014-03-15;1.58
2014-03-16;1.58
2014-03-17;1.6
2014-03-18;0.58
2014-03-19;0.6
2014-03-20;1.35
2014-03-21;1.23
